halId_s,version_i,uri_s,docType_s,nntId_s,title_s,authFullName_s,producedDate_s,domain_s,page_s,country_s,language_s,licence_s
medihal-01062286,1,https://medihal.archives-ouvertes.fr/medihal-01062286,IMG,,France : Alpes : Rhône-Alpes : Savoie : Traite des vaches à Granier,Auteur Inconnu,1898,"0.shs,1.shs.geo",,fr,und,http://creativecommons.org/choose/mark/
medihal-01065509,1,https://medihal.archives-ouvertes.fr/medihal-01065509,IMG,,Amérique du Sud : Cordillère des Andes : Bolivie : Département de La Paz : Rue à La Paz,Auteur Inconnu,1898,"0.shs,1.shs.geo",,bo,und,http://creativecommons.org/choose/mark/
medihal-00702559,1,https://medihal.archives-ouvertes.fr/medihal-00702559,IMG,,Argentine : Province de Buenos Aires : Région de Pigué : Présentation de taureaux lors d'une foire agricole : Série 4,Romain Gaignard,1960,"0.shs,1.shs.geo",,ar,und,http://creativecommons.org/licenses/by-nc-sa/
medihal-00702552,1,https://medihal.archives-ouvertes.fr/medihal-00702552,IMG,,Argentine : Province de Buenos Aires : Région de Pigué : Présentation de taureaux lors d'une foire agricole : Série 2,Romain Gaignard,1960,"0.shs,1.shs.geo",,ar,und,http://creativecommons.org/licenses/by-nc-sa/
ijn_00000078,1,https://jeannicod.ccsd.cnrs.fr/ijn_00000078,ART,,L'animal intentionnel,Joëlle Proust,2000,"0.scco,1.scco.ethology,0.shs,1.shs.phil,2.shs.phil.epistemo,0.shs,1.shs.phil,2.shs.phil.mind",23-36,,en,
medihal-00939448,1,https://medihal.archives-ouvertes.fr/medihal-00939448,IMG,,France : Massif Central : Auvergne : Puy-de-Dôme : Lac de Guéry,Auteur Inconnu,1898,"0.shs,1.shs.geo",,fr,und,http://creativecommons.org/choose/mark/
medihal-01061886,1,https://medihal.archives-ouvertes.fr/medihal-01061886,IMG,,France : Alpes : Rhône-Alpes : Isère : Jasse de la Chau,Auteur Inconnu,1898,"0.shs,1.shs.geo",,fr,und,http://creativecommons.org/choose/mark/
medihal-01062080,1,https://medihal.archives-ouvertes.fr/medihal-01062080,IMG,,France : Alpes : Rhône-Alpes : Savoie : Troupeau de moutons sur le mont Mirantin : Reproduction de carte postale,Auteur Inconnu,1955,"0.shs,1.shs.geo",,fr,und,http://creativecommons.org/choose/mark/
jpa-00209355,1,https://hal.archives-ouvertes.fr/jpa-00209355,ART,,The branching of real lattice trees as dilute polymers,"J.A.M.S. Duarte,H.J. Ruskin",1981,"0.phys,1.phys.hist",1585-1590,,en,
medihal-01062368,1,https://medihal.archives-ouvertes.fr/medihal-01062368,IMG,,France : Alpes : Rhône-Alpes : Savoie : Pâture à Saint-Colomban-des-Villiards,Auteur Inconnu,1898,"0.shs,1.shs.geo",,fr,und,http://creativecommons.org/choose/mark/
medihal-01266850,1,https://medihal.archives-ouvertes.fr/medihal-01266850,IMG,,France : Bourgogne : Yonne : Paysage rural et maison près de Sens,Emmanuel De Martonne,1898,"0.shs,1.shs.geo",,fr,und,http://hal.archives-ouvertes.fr/licences/copyright/
medihal-01266913,1,https://medihal.archives-ouvertes.fr/medihal-01266913,IMG,,France : Bourgogne : Morvan : Bourgogne : Hameau situé entre Moux-en-Morvan et Saulieu,Emmanuel De Martonne,1898,"0.shs,1.shs.geo",,fr,und,http://hal.archives-ouvertes.fr/licences/copyright/
medihal-01129400,1,https://medihal.archives-ouvertes.fr/medihal-01129400,IMG,,Burundi : Lac Tanganyika : Bujumbura : Hippopotames du Tanganyika en face du quartier asiatique de Bujumbura,Lasserre Guy,1974-04-03,"0.shs,1.shs.geo",,bi,und,http://creativecommons.org/licenses/by-nc-nd/
hal-00477838,1,https://hal.archives-ouvertes.fr/hal-00477838,ART,,Accelerated Corneal Graft Rejection in Baby Rats,"Johannes Schwartzkopff,Moritz Berger,Florian Birnbaum,Daniel Böhringer,Thomas Reinhard",2009-09-01,,bjo.2008.154435v1,,en,
hal-00696635,1,https://hal.archives-ouvertes.fr/hal-00696635,ART,,Zinc resistance of Staphylococcus aureus of animal origin is strongly associated with methicillin resistance,"Lina M Cavaco,Henrik Hasman,Frank M Aarestrup",2011-05-13,"0.sdv,1.sdv.ba,2.sdv.ba.mvsa",344,,en,
hal-00900452,1,https://hal.archives-ouvertes.fr/hal-00900452,ART,,Cryopreservation of bovine oocytes: Current status and recent developments,Alban Massip,2003,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",325-330,,en,
hal-00995771,1,https://hal.archives-ouvertes.fr/hal-00995771,ART,,On applying the matching law to between-subject data,Pier-Olivier Caron,2013-04,"0.shs,1.shs.stat",http://www.sciencedirect.com/science/article/pii/S000334721300050X,,en,
hal-00995782,1,https://hal.archives-ouvertes.fr/hal-00995782,ART,,On applying the matching law to between-subject data,Pier-Olivier Caron,2013-04,"0.shs,1.shs.stat",http://www.sciencedirect.com/science/article/pii/S000334721300050X,,en,
hal-00668061,1,https://hal.archives-ouvertes.fr/hal-00668061,ART,,Adjuvant radioimmunotherapy after radiofrequency ablation of colorectal liver metastases in an experimental model,"G. De Jong,T. Hendriks,G. Franssen,W. Oyen,O. Boerman,R. Bleichrodt",2011-02-09,,258,,en,
tel-01581781,1,https://tel.archives-ouvertes.fr/tel-01581781,THESE,2017STRAE001,"Modélisation et caractérisation d'un système TEMP à collimation sténopée dédié à l'imagerie du petit animal,Modeling and characterization of a SPECT system with pinhole collimation for the imaging of small animals",Benjamin Auer,2017-03-07,"0.phys,1.phys.phys,2.phys.phys.phys-med-ph",,,fr,
tel-01226037,1,https://tel.archives-ouvertes.fr/tel-01226037,THESE,2014PA114828,"Troubles du sommeil dans un modèle neuroendocrinien d’anxiété/dépression : stratégies de correction par des antidépresseurs monoaminergiques et innovants,Sleep/wake disorders in a neuroendocrine mouse model of anxiety/depression : correction strategies by monoaminergic and innovative antidepressants",Yannick Le Dantec,2014-10-09,"0.sdv,1.sdv.mhep",,,fr,
tel-01430155,1,https://tel.archives-ouvertes.fr/tel-01430155,THESE,2016LORIS414,"Interaction animal machine : dispositif connecté pour chien d’assistance.,Interaction animal machine : connected device for service dog",Germain Lemasson,2016-09-29,"0.info,1.info.info-hc",,,fr,
hal-00729195,1,https://hal-agrocampus-ouest.archives-ouvertes.fr/hal-00729195,COMM,,Etude méta-analytique de l'effet des challenges sanitaires sur la consommation d'aliment et la croissance du porc,"Paulo Alberto Lovatto,Jaap Van Van Milgen,Maryline Kouba,Ines Andretta,Lucile Montagne",2009-02-03,"0.sdv,1.sdv.aen",89-94,fr,fr,
hal-00939818,2,https://hal.archives-ouvertes.fr/hal-00939818v2,COMM,,"Etude\, par simulations\, de l’intérêt d’une sélection génomique dans une population porcine de type mâle","Thierry Tribout,Catherine Larzul,Jean Pierre Bidanel,Florence Phocas",2013-02-05,0.sdv,np,fr,fr,
tel-00950324,1,https://tel.archives-ouvertes.fr/tel-00950324,THESE,2013REN1B011,"Impact des mycotoxines sur le microbiote intestinal humain\, cas particulier du déoxynivalénol,Impact of mycotoxins on the human gut microbiota\, particular case of deoxynivalenol",Manuel Saint-Cyr,2013-12-18,"0.sdv,1.sdv.mhep",,,fr,
halshs-01538607,1,https://halshs.archives-ouvertes.fr/halshs-01538607,ART,,"Antropologia e etologia: uma abordagem conceitual,Anthropology and ethology: a conceptual approach",Florent Kohler,2015,"0.shs,1.shs.anthro-se",170-192,,pt,
tel-01538760,1,https://tel.archives-ouvertes.fr/tel-01538760,THESE,2016NSARB289,"Effet d'un apport en ALA et en DHA sur le métabolisme lipidique et la qualité de la viande de porc. : Caractérisation par SPIR de la composition en acides gras,Effect of ALA and DHA on lipid metabolism and pork quality. NIRS characterization of fatty acid composition",Auriane De Tonnac de Villeneuve,2016-12-06,"0.sdv,1.sdv.sa,2.sdv.sa.spa",,,fr,
tel-01533421,1,https://tel.archives-ouvertes.fr/tel-01533421,THESE,2016SACLS367,"IVIM : modélisation\, validation expérimentale et application à des modèles animaux,IVIM : modeling\, experimental validation and application to animal models",Gabrielle Fournet,2016-11-10,"0.phys,1.phys.phys,2.phys.phys.phys-med-ph,0.sdv,1.sdv.ib,2.sdv.ib.ima",,,en,
halshs-00529247,1,https://halshs.archives-ouvertes.fr/halshs-00529247,COMM,,L'exploitation de la faune durant le Néolithique dans le bassin égéen,"Jean Cantuel,Armelle Gardeisen,Josette Renard",2006-06-28,"0.shs,1.shs.archeo",279-298,fr,fr,
halshs-01586143,1,https://halshs.archives-ouvertes.fr/halshs-01586143,ART,,Le sacrifice dans le monde grec et ses interprétations,Anne Jacquemin,2014,"0.shs,1.shs.hist",107-113,,fr,
hal-01591145,1,https://hal.archives-ouvertes.fr/hal-01591145,COMM,,Development of a decision support tool for precision feeding of pregnant sows,"Jean-Yves Dourmad,Ludovic Brossard,Candido Pomar,Jesus Pomar,Patrick Gagnon,Laetitia Cloutier",2017-09-12,0.sdv,np,fr,en,
tel-00936111,1,https://tel.archives-ouvertes.fr/tel-00936111,THESE,2012LYO10145,"Evaluation thermodynamique et biologique d’un substituant synthétique aux produits d’origine animale dans les solutions de cryoconservation pour embryons de mammifères,Thermodynamic and biological evaluation of a synthetic substitute for products of animal origin in mammal embryo cryopreservation solutions",Pierre Bruyère,2012-10-01,"0.sdv,1.sdv.sa",,,fr,
tel-01437053,1,https://tel.archives-ouvertes.fr/tel-01437053,THESE,2016BRES0027,"La diversion de flux dans le traitement des anévrismes cérébraux : des études pré-cliniques aux études cliniques,Flow Diversion : from basic science to clinical studies",Jean-Christophe Gentric,2016-06-01,"0.sdv,1.sdv.mhep",,,fr,
hal-00648123,1,https://hal-mines-paristech.archives-ouvertes.fr/hal-00648123,ART,,Public risk perception of relaxation of transmissible spongiform encephalopathies (tse) measures in Europe,"Kerstin Dressel,Alice Perazzini,Giuseppe Ru,Wim Van Wassenhove",2011,"0.shs,1.shs.gest-risq",1636-1649 - Prion Research in Perspective III,,en,
hal-00889988,1,https://hal.archives-ouvertes.fr/hal-00889988,ART,,Plasma phosphorus content and dietary phosphorus availability in adult sheep,"David Bravo,Catherine Bogaert,François Meschy,Daniel Sauvant",2003,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",427-435,,en,
hal-01594673,1,https://hal.archives-ouvertes.fr/hal-01594673,ART,,"Activated carbon\, a useful medium to bind chlordecone in soil and limit its transfer to growing goat kids","Jorge Paz-Ferreiro,Sarah Yehya,Matthieu Delannoy,Agnès Fournier,Moomen Baroudi,Guido Rychen,Cyril Feidt",2017,0.sdv,np,,en,
hal-00886497,1,https://hal.archives-ouvertes.fr/hal-00886497,ART,,Solid-liquid separation of animal slurry in theory and practice. A review,"M. Hjorth,K.V. Christensen,M.L. Christensen,S.G. Sommer",2010,"0.sdv,1.sdv.sa,0.sdv,1.sdv.ee",,,en,
hal-00890035,1,https://hal.archives-ouvertes.fr/hal-00890035,ART,,Effects of Ochratoxin A on heavy pig production,"Luca Malagutti,Michele Zannotti,Andrea Scampini,Franca Sciaraffia",2005,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",179-184,,en,
hal-00890058,1,https://hal.archives-ouvertes.fr/hal-00890058,ART,,Minimum days dry to maximize milk yield in subsequent lactation,"Melvin T. Kuhn,Jana L. Hutchison,H.D. Norman",2005,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",351-367,,en,
hal-00889987,1,https://hal.archives-ouvertes.fr/hal-00889987,ART,,Analysis of reproductive traits in crosses among maternal lines of rabbits,"Manuel Baselga,Mariluz García,Juan Sánchez,José Vicente,Raquel Lavara",2003,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",473-479,,en,
tel-00827778,1,https://tel.archives-ouvertes.fr/tel-00827778,THESE,,"Génomique d'un virus zoonotique à ARN : le cas particulier du virus de l'hépatite E,Genomics of a zoonatic RNA virus : the peculiar case of hepatitis E virus",Jérôme Bouquet,2012-09-27,"0.sdv,1.sdv.mp,2.sdv.mp.vir",,,fr,
hal-01512055,1,https://hal.archives-ouvertes.fr/hal-01512055,ART,,Mapping landscape friction to locate isolated tsetse populations that are candidates for elimination,"Jérémy Bouyer,Ahmadou H. Dicko,Giuliano Cecchi,Sophie Ravel,Laure Guerrini,Philippe Solano,Marc J. B. Vreysen,Thierry De Meeus,Renaud Lancelot",2015,"0.sde,1.sde.be",14575-14580,,en,
tel-00010404,1,https://tel.archives-ouvertes.fr/tel-00010404,THESE,,"Bases structurales de la specificite de reconnaissance entre les toxines animales et les canaux ioniques,Structural basis of the recognition specificity between animal toxins and ion channels",Cedric Bernard,2002-10-11,"0.sdv,1.sdv.bbm,2.sdv.bbm.bc",,,fr,
hal-00615458,1,https://hal.archives-ouvertes.fr/hal-00615458,COMM,,Identification of livestock faecal contamination in surface waters using chemical and microbiological tools,"A.M. Pourcher,E. Jardé,M.P. Caprais,A. Jaffrezic,M. Marti,S. Mieszkin,O. Solecki,M. Derrien,M. Gourmelon",2010-09-13,0.sde,4 p.,pt,en,
tel-00012175,1,https://tel.archives-ouvertes.fr/tel-00012175,THESE,,"ETUDE DE LA PERFUSION EN ECHOGRAPHIE DE CONTRASTE,PERFUSION ESTIMATION IN CONTRAST ULTRASOUND",Gilles Renault,2006-02-01,"0.phys,1.phys.phys",,,fr,
tel-01438721,1,https://tel.archives-ouvertes.fr/tel-01438721,THESE,2015STRAF003,"Etude in situ par RMN HRMAS sur des épidermes reconstruits du métabolisme et de la réactivité de xénobiotiques allergisants,In situ study of metabolism and reactivity of allergenic molecules on reconstructed human epidermis by HR-MAS NMR",Éric Moss,2015-01-16,"0.chim,1.chim.othe",,,fr,
hal-00485478,2,https://hal-univ-lyon3.archives-ouvertes.fr/hal-00485478v2,ART,,Un instrument symbolique de la domestication : le jardin zoologique aux XIXe-XXe siècles (l'exemple du parc de la Tête d'Or à Lyon),Eric Baratay,1997,"0.shs,1.shs.hist",677-706,,fr,
hal-00561246,1,https://hal.archives-ouvertes.fr/hal-00561246,ART,,Disponibilités alimentaires et domaines vitaux des Primates à Ceylan,"Claude Marcel Hladik,Annette Hladik",1972,"0.shs,1.shs.anthro-bio,0.sde,1.sde.be,0.sdv,1.sdv.aen",149-215,,fr,
hal-01590827,1,https://hal.archives-ouvertes.fr/hal-01590827,ART,,Influence of growth modulation on the effective permeability of the vertebral end plate. A porcine experimental scoliosis model,"Franck Accadbled,Jean-Michel Laffosse,Thierry Odent,Anne Gomez-Brouchet,Jérôme Sales de Gauzy,Pascal Swider",2011,"0.spi,1.spi.meca,2.spi.meca.biom,0.sdv,1.sdv.mhep,2.sdv.mhep.chi",337-342,,en,
hal-00965368,1,https://hal.archives-ouvertes.fr/hal-00965368,ART,,Using Markov Decision Process to define an adaptive strategy to control the spread of an animal disease,"Anne-France Viet,Laurent Jeanpierre,Maroua Bouzid,Abdel-Illah Mouaddib",2012,"0.info,1.info.info-ai,0.info,1.info.info-mo,0.info,1.info.info-ma",71-79,,en,
tel-01312214,1,https://tel.archives-ouvertes.fr/tel-01312214,THESE,2015BORD0421,"Identification de substrats arythmogènes et des mécanismes de décompensation dans une population de tétralogie de Fallot à l’âge adulte et perspectives de prise en charge ultérieure,Adult with a repaired tetralogy of Fallot\, to assess mechanism of arrhythmia onset and ventricular failure in this population : future potential treatment",François Roubertie,2015-12-21,"0.sdv,1.sdv.mhep,2.sdv.mhep.csc,0.sdv,1.sdv.ib,2.sdv.ib.ima",,,fr,
tel-01439349,1,https://tel.archives-ouvertes.fr/tel-01439349,THESE,,"Aspects matériels et symboliques de l'utilisation des animaux dans le nord de la Mésoamérique\, entre le Classique et la Conquête (200-1521 ap. J.-C.),Material and symbolic aspects of the use of animals in northern Mesoamerica\, between the Classic and the Conquest (200-1521 AD)",Aurélie Manin,2015-12-14,"0.shs,1.shs.archeo",,,fr,http://creativecommons.org/licenses/by-nc-nd/
tel-00635368,1,https://tel.archives-ouvertes.fr/tel-00635368,THESE,2011ORLE2012,"Effets ergogéniques\, métaboliques et hormonaux des glucocorticoïdes chez l'homme et l'animal,Ergogenic\, metabolic and hormonal glucocorticoids effects in humans and animals",Rémi Thomasson,2011-06-06,"0.sdv,1.sdv.mhep",,,fr,
inserm-00843159,1,http://www.hal.inserm.fr/inserm-00843159,ART,,Strategies toward structural and functional 'optimization' of animal peptide toxins,"Nicolas Andreotti,Helmi Ziadi,Stéphanie Mouhat,Michel De Waard,Jean-Marc Sabatier",2012-08-13,"0.sdv,1.sdv.neu",91-96,,en,
tel-01393190,1,https://tel.archives-ouvertes.fr/tel-01393190,THESE,2015STRAE020,"Mise en place de l'imagerie Cerenkov 3D,Development of the Cerenkov luminescence tomography",Arnaud Bertrand,2015-11-06,"0.phys,1.phys.phys",,,fr,
tel-01423871,1,https://tel.archives-ouvertes.fr/tel-01423871,THESE,2015LIMO0074,"Radiomarquage au 99mTc des IgA et IgG : optimisation du marquage\, étude in vitro\, biodistribution chez l'animal sain et sur modèle tumoral,Immunoglobulins A and G radiolabeling with 99mTc : labeling optimization\, in vitro evaluations\, biodistribution in healthy animals and on tumoral model",Hélène Carpenet Guéry,2015-12-10,"0.sdv,1.sdv.mhep",,,fr,
tel-00647327,1,https://tel.archives-ouvertes.fr/tel-00647327,THESE,2011PA112166,"Caractérisation par autofluorescence de tissus cérébraux tumoraux : mesures sur fantômes et modèle animal,Autofluorescence characterization of tumourous brain tissue : measurements on phantoms and rats",Barbara Leh,2011-10-03,"0.phys,1.phys.cond,2.phys.cond.cm-gen,0.sdv,1.sdv.sa",,,fr,
tel-00806834,2,https://tel.archives-ouvertes.fr/tel-00806834v2,THESE,2013PA010606,"Dynamiques des interactions espèces - espace : mise en relation des pratiques de déplacement des populations d'herbivores et de l'évolution de l'occupation du sol dans le parc de Hwange (Zimbabwe).,Dynamics of the interactions between qpecies and space : linking movement practices of herbivore populations and land cover changes in the Hwange national park (Zimbabwe)",Élodie Buard,2013-03-01,"0.shs,1.shs.geo,0.sdv,1.sdv.ba",,,fr,
tel-01128155,1,https://tel.archives-ouvertes.fr/tel-01128155,THESE,2014LYO10335,"Analyse et modélisation des données d’inspection en abattoir dans l’objectif de contribuer à la surveillance épidémiologique de la population bovine,Analysis and modeling of meat inspection data to contribute to surveillance of the cattle population",Céline Pujol-Dupuy,2014-12-17,"0.sdv,1.sdv.ba",,,fr,
tel-00994601,1,https://tel.archives-ouvertes.fr/tel-00994601,THESE,2013ORLE2044,"Développement de méthodes de spectroscopie par résonance magnétique localisée pour l’étude du métabolisme chez le petit animal,Development of localized magnetic resonance spectroscopy methods for the study of small animal metabolism",Nicolas Joudiou,2013-10-18,"0.phys,1.phys.cond,2.phys.cond.cm-gen",,,fr,
hal-00468742,1,https://hal.archives-ouvertes.fr/hal-00468742,COMM,,A new information system for tracing geolocations of bovine cattle,"Marcos Visoli,Sônia Ternes,Jean-Pierre Chanet,François Pinet,André Miralles,Serge Bernard,Gil De Soussa",2009-05-26,0.info,,fr,en,
tel-00534399,1,https://tel.archives-ouvertes.fr/tel-00534399,THESE,,"Histophysiologie du microenvironnement osseux conditionné par l'intoxication au tetradifon et par les métastases osseuses ostéolytiques induites par cellules Wlaker 256/B,Histo-physiopathology of bone microenvironment mediated by tetradifon intoxication and osteolytic bone metastases due to Walker 256/B mammary gland carcinoma cells.",Riadh Badraoui,2009-02-21,"0.sdv,1.sdv.mhep,2.sdv.mhep.phy",,,fr,
